id,precision,recall,banglasummeval_f1
news-46578414,78.57142857142857,66.66666666666666,72.1311475409836
news-46874688,53.333333333333336,16.666666666666664,25.396825396825395
news-50798626,61.111111111111114,50.0,55.0
news-45011087,68.75,83.33333333333334,75.34246575342466
news-55242258,47.368421052631575,66.66666666666666,55.38461538461538
news-40652345,66.66666666666666,16.666666666666664,26.666666666666668
news-54159266,55.00000000000001,33.33333333333333,41.50943396226415
news-45083152,72.72727272727273,33.33333333333333,45.71428571428571
news-38298663,60.0,33.33333333333333,42.857142857142854
news-53929704,77.77777777777779,100.0,87.50000000000001
news-44220246,85.71428571428571,50.0,63.157894736842096
news-47885378,52.0,66.66666666666666,58.42696629213483
140925_mk_islamic_scholar_is_isis_isil_open_letter,68.42105263157895,50.0,57.77777777777777
news-44672332,42.10526315789473,16.666666666666664,23.88059701492537
news-49956427,76.92307692307693,33.33333333333333,46.51162790697674
news-48904836,57.89473684210527,50.0,53.65853658536586
160530_indian_visa_new_system,88.88888888888889,33.33333333333333,48.484848484848484
news-52621715,72.22222222222221,50.0,59.09090909090909
160605_chittaggong_sp_wife_killed,64.70588235294117,50.0,56.41025641025641
news-40867894,62.5,83.33333333333334,71.42857142857143
news-48795028,78.57142857142857,66.66666666666666,72.1311475409836
news-45387880,66.66666666666666,33.33333333333333,44.44444444444444
news-55467465,61.904761904761905,66.66666666666666,64.19753086419753
news-45007894,58.82352941176471,33.33333333333333,42.5531914893617
news-44118154,45.45454545454545,66.66666666666666,54.05405405405405
news-45744692,70.0,33.33333333333333,45.16129032258064
news-48808226,36.84210526315789,33.33333333333333,34.99999999999999
news-44842983,44.0,50.0,46.808510638297875
news-52829564,70.0,66.66666666666666,68.29268292682926
news-57063900,70.58823529411765,66.66666666666666,68.57142857142857
news-55761742,55.55555555555556,66.66666666666666,60.60606060606061
news-46797204,64.70588235294117,33.33333333333333,44.0
news-47648503,80.0,83.33333333333334,81.6326530612245
news-48324350,76.92307692307693,83.33333333333334,80.00000000000001
news-39614808,72.22222222222221,83.33333333333334,77.38095238095238
160418_traficked_bangladeshi_women_unlawfully_kept_in_indian_jails,72.22222222222221,33.33333333333333,45.614035087719294
news-51264653,52.63157894736842,50.0,51.282051282051285
news-52518908,70.0,50.0,58.333333333333336
news-56931107,68.75,50.0,57.89473684210526
news-47766524,66.66666666666666,50.0,57.14285714285714
news-40319155,70.0,33.33333333333333,45.16129032258064
