id,precision,recall,banglasummeval_f1
news-49956427,66.66666666666666,33.33333333333333,44.44444444444444
news-44672332,80.0,33.33333333333333,47.058823529411754
160530_indian_visa_new_system,76.92307692307693,66.66666666666666,71.42857142857143
news-52621715,66.66666666666666,50.0,57.14285714285714
news-48904836,59.09090909090909,50.0,54.166666666666664
news-55467465,60.0,50.0,54.54545454545455
news-45387880,55.55555555555556,50.0,52.63157894736842
news-40867894,27.27272727272727,66.66666666666666,38.70967741935484
160605_chittaggong_sp_wife_killed,70.58823529411765,83.33333333333334,76.4331210191083
news-48795028,69.23076923076923,66.66666666666666,67.92452830188678
news-44118154,80.0,83.33333333333334,81.6326530612245
news-45744692,66.66666666666666,83.33333333333334,74.07407407407408
news-45007894,60.86956521739131,33.33333333333333,43.07692307692307
news-48808226,50.0,50.0,50.0
news-52829564,73.33333333333333,50.0,59.45945945945946
news-44842983,57.89473684210527,66.66666666666666,61.971830985915496
news-55761742,50.0,66.66666666666666,57.14285714285714
news-46797204,85.71428571428571,50.0,63.157894736842096
news-57063900,46.666666666666664,66.66666666666666,54.90196078431372
news-51264653,57.14285714285714,33.33333333333333,42.10526315789473
news-47648503,88.88888888888889,83.33333333333334,86.0215053763441
news-39614808,85.0,83.33333333333334,84.15841584158416
news-48324350,66.66666666666666,83.33333333333334,74.07407407407408
news-40319155,76.92307692307693,33.33333333333333,46.51162790697674
news-56931107,66.66666666666666,50.0,57.14285714285714
160418_traficked_bangladeshi_women_unlawfully_kept_in_indian_jails,75.0,66.66666666666666,70.58823529411764
news-52518908,85.71428571428571,16.666666666666664,27.90697674418604
news-47766524,80.0,66.66666666666666,72.72727272727272
