id,precision,recall,summeval_f1
world-europe-25465092,66.66666666666666,33.33333333333333,44.44444444444444
uk-politics-27023540,60.0,33.33333333333333,42.857142857142854
uk-politics-35107203,79.16666666666666,33.33333333333333,46.913580246913575
world-us-canada-56726028,62.5,66.66666666666666,64.51612903225806
world-asia-china-17503171,63.63636363636363,33.33333333333333,43.74999999999999
uk-northern-ireland-37680586,64.28571428571429,66.66666666666666,65.45454545454544
uk-wales-politics-21794724,83.33333333333334,66.66666666666666,74.07407407407408
newsbeat-10000840,77.77777777777779,33.33333333333333,46.666666666666664
uk-wales-52063785,72.72727272727273,83.33333333333334,77.66990291262138
entertainment-arts-35042217,55.55555555555556,16.666666666666664,25.64102564102564
uk-wales-politics-46180033,75.0,83.33333333333334,78.94736842105264
uk-england-leicestershire-57039871,83.33333333333334,83.33333333333334,83.33333333333334
uk-24611407,58.82352941176471,50.0,54.054054054054056
uk-england-york-north-yorkshire-44287634,58.333333333333336,66.66666666666666,62.22222222222222
business-41231763,50.0,66.66666666666666,57.14285714285714
uk-england-leeds-51136569,81.25,50.0,61.904761904761905
world-asia-pacific-15169007,72.72727272727273,50.0,59.25925925925926
business-44725606,45.45454545454545,0.0,0.0
uk-51470342,70.0,33.33333333333333,45.16129032258064
business-38878091,84.61538461538461,66.66666666666666,74.57627118644066
