id,reference,generated,rouge1,rouge2,rougeL
entertainment-arts-26706229,The BBC is to feature more arts stories in programmes like The One Show in a bid to make the subject less elitist.,"BBC Director General Tony Hall has announced a 20% increase in arts funding and new commissions to prevent the arts from becoming marginalized for future generations. A centerpiece of the initiative is a modernized revival of the landmark 1960s series *Civilisation*, which will feature a new presenter and digital technology to engage younger audiences. Additionally, the BBC plans to weave arts content into popular programs like *The One Show* and Radio 2 to broaden public engagement amid tight economic conditions.",27.18,7.92,17.48
education-56213402,"Poorer students in England are up to three A-level grades behind more affluent students, research suggests.","A new Education Policy Institute study reveals that students from poorer backgrounds enter post-16 education already behind their wealthier peers, averaging three A-level grades lower by age 19. This attainment gap varies widely by location, reaching up to five grades in areas like Knowsley and Stockton-on-Tees while London shows parity, and is notably wider in A-levels than vocational courses. Despite government claims of substantial funding support, the disparity showed no improvement between 2017 and 2019 and is expected to widen due to the pandemic.",18.87,7.69,9.43
business-38842721,"Hang out the bunting - well, at least buy a couple of party poppers.","Following the Brexit referendum, the Bank of England drastically slashed its UK growth forecasts in August 2016, downgrading projections from 2.3% to just 0.8% for 2017 amid severe economic uncertainty. However, the Bank has since repeatedly upgraded its growth outlook, including a significant recent increase that extends into next year despite expectations that Brexit's economic impacts will soon materialize. Despite this improved forecast, the Bank maintains that the underlying negative effects of Brexit have not disappeared and will continue to weigh on the economy.",6.0,0.0,6.0
uk-politics-36836980,All MPs are to be automatically offered additional security in their constituency offices and homes.,"Following the murder of Labour MP Jo Cox and heightened security concerns, UK lawmakers have decided to automatically provide enhanced safety measures to all MPs. This policy change strips the parliamentary expenses watchdog, Ipsa, of its approval authority to eliminate previous delays caused by mandatory risk assessments and funding applications. Under the new streamlined system, every MP will receive standardized security upgrades, such as panic buttons, extra lighting, and reinforced locks, without needing to submit individual requests.",13.04,2.22,10.87
uk-politics-12657524,"With no money left in the government coffers, the ""only strategy"" for growth is to get behind Britain's entrepreneurs, David Cameron has said.","UK Prime Minister David Cameron pledged to champion economic growth and support small businesses by declaring war on the ""enemies of enterprise"" at the Conservative Party conference. He promised that the upcoming spring budget would be the most pro-growth in a generation, focusing on reducing national debt, boosting exports, and establishing new enterprise zones. However, Labour dismissed the announcements as empty rhetoric, criticizing the government for offering warm words without concrete action.",18.56,4.21,8.25
technology-19700791,Warcraft's online gaming world is about to get a bit bigger.,"World of Warcraft's fourth expansion, Mists of Pandaria, launches Tuesday, introducing the Asian-themed continent of Pandaria and the playable Pandaren race. The release aims to reverse a significant decline in the game's subscriber base, which has fallen to its lowest level since 2007 amid intense competition from newer titles. With roughly half of its remaining players located in China, Blizzard hopes the expansion will successfully revitalize interest and secure the game's long-term popularity.",13.33,2.27,8.89
business-40666236,The European Central Bank (ECB) has insisted there is still a long way to go before it can call a halt to its economic stimulus programme.,"ECB President Mario Draghi dismissed speculation that the central bank will soon end its quantitative easing program, reaffirming continued €60 billion monthly bond purchases and keeping interest rates unchanged at 0%. He stressed that while the eurozone is experiencing a robust economic recovery, wage and price growth still need to align with targets, warning against premature monetary tightening. Despite his cautious stance, markets reacted sharply to brief hints about potential autumn policy discussions, highlighting their extreme sensitivity to ECB signals.",20.75,1.92,13.21
business-22689987,South Africa's economic growth slowed sharply in the first three months of the year.,"South Africa's economy grew by just 0.9% in the first quarter, signaling a significant slowdown that has raised concerns about the nation's economic recovery. This weak performance is primarily attributed to maintenance shutdowns in key industries like petroleum, compounding ongoing structural challenges since the 2009 recession. Amid a deteriorating outlook and inflationary pressure from a weakening rand, the central bank has maintained interest rates at 5%.",19.05,12.2,16.67
business-42226808,"The UK's biggest bioethanol producer has stopped production at its East Yorkshire plant, blaming government ""inaction"".","Vivergo Fuels warned that production at its Hull bioethanol plant may not resume due to mounting losses caused by government delays in mandating a 10% bioethanol blend in UK petrol. The potential shutdown threatens 150 direct jobs and jeopardizes the livelihoods of approximately 3,000 supply chain workers, including numerous farmers. The company maintains that implementing the E10 fuel standard would significantly boost carbon emission reductions and justify its heavy investment in the facility.",17.58,4.49,10.99
technology-54360612,US President Donald Trump's re-election campaign is running hundreds of Facebook advertisements pushing an unfounded conspiracy theory that Joe Biden cheated during the first US presidential debate.,"The Trump campaign launched a series of ads falsely claiming that Biden wore a hidden earpiece to receive debate assistance. These advertisements, which also promoted other baseless rumors about him requesting debate breaks and refusing a drug test, relied on a doctored 2019 photograph. While the Biden campaign firmly rejected the allegations, the ads rapidly spread across social media, reaching at least 10 million Facebook users.",18.95,0.0,12.63
uk-scotland-scotland-politics-41036484,The chief executive of the Scottish Police Authority (SPA) is to retire early.,"John Foley is set to step down as chief executive of the Scottish Police Authority in October after his role was made redundant to improve direct board oversight of forensic services. His departure follows recent watchdog criticism of dysfunctional leadership at the SPA and the earlier resignation announcement of chairman Andrew Flanagan. Foley will receive a financial settlement that includes payment in lieu of notice and an early retirement package, with the exact costs to be published later.",28.57,13.48,19.78
technology-51510196,It was the week when the mobile phone industry's biggest annual trade show was called off over fears about the spread of the coronavirus.,"The BBC's Tech Tent podcast examines the tech industry's response to the coronavirus, including the cancellation of Mobile World Congress. Infectious disease expert Dr. Lee Riley explains that while the virus is less lethal than seasonal flu, public anxiety is amplified by uncertainty and rapid testing capabilities. He warns that social media and constant news coverage are causing fear to spread much faster than the actual infection.",23.4,4.35,14.89
uk-wales-33793177,"Wales has the highest take-up of broadband of any of the devolved nations, according to a report from the watchdog Ofcom.","According to Ofcom's annual report, super-fast broadband availability in Wales has risen to nearly 79%, significantly outperforming Scotland and Northern Ireland due to substantial public investment. Despite this broadband progress, Wales still has the lowest 4G mobile coverage in the UK, with only 23% of adults having access. Additionally, Welsh residents remain the UK's biggest television consumers, averaging over four hours of daily viewing and leading the nation in pay TV subscriptions.",26.8,6.32,14.43
uk-politics-20775071,"Allegations that a police officer falsely claimed to have witnessed former Chief Whip Andrew Mitchell calling police ""plebs"" are ""exceptionally serious"", No 10 says.","Former minister Chris Mitchell resigned following a Downing Street altercation where he allegedly insulted police officers, prompting Channel 4 News to allege that an officer fabricated evidence by posing as a civilian witness. The Metropolitan Police Federation has strongly denied any conspiracy, while Downing Street has demanded an urgent investigation into the serious claims. Meanwhile, a police officer has been arrested in connection with the unauthorized leak of the incident's records to national newspapers.",24.24,6.19,14.14
world-latin-america-47658080,"For many Brazilians, Michel Temer's ascension to president was surprising. But as the first Brazilian president to have charges brought against him while in office, his arrest is less unexpected.","Michel Temer assumed the Brazilian presidency in 2016 following Dilma Rousseff’s impeachment, a transition he strategically orchestrated that drew accusations of a political coup. His tenure was defined by persistently low public approval and widespread societal disillusionment, ultimately resulting in his electoral defeat by Jair Bolsonaro in 2018. Additionally, Temer became the first sitting Brazilian president to face criminal charges, with prosecutors alleging he led a long-running bribery scheme that diverted millions from state institutions to his political allies.",26.79,7.27,19.64
uk-england-birmingham-47374127,Three siblings have had their stomachs removed after testing positive for a cancer gene following the deaths of their mother and sister.,"Three siblings underwent preventative stomach cancer surgery after genetic testing revealed they carried a hereditary cancer gene linked to their mother and sister's fatal diagnoses. The testing process, which took up to three years, ultimately spared the three carriers but left their fourth sibling emotionally devastated by the family's high risk. Despite the life-saving procedures, the family's genetic concerns persist as Tahir's daughter has also tested positive for the same mutation.",32.65,14.58,24.49
uk-england-leeds-54470312,"The death of a British backpacker in Malaysia remains a mystery six years on, an inquest has heard.","British volunteer Gareth Huntley disappeared on Tioman Island in May 2014, and his decomposed remains were discovered shortly after. A coroner’s inquest concluded that the cause of his death remains unknown, noting that while third-party involvement could not be ruled out, no evidence supported it. His grieving family expressed deep sorrow over the unresolved mystery, remembering him as a vibrant individual whose untimely death continues to leave them with unanswered questions.",24.18,0.0,10.99
world-asia-31001251,"The recent high-profile spat with the US over the Hollywood film ""The Interview"" painted North Korea's enigmatic young leader Kim Jong-un as impetuous.","The FBI attributed the Sony Pictures cyberattack, sparked by a film about assassinating Kim Jong-un, to North Korea, prompting the leader to angrily denounce President Obama. Insiders analyzing Kim's ambitions note that he had to work diligently to consolidate power after his sudden and unexpected rise to leadership. Journalist Jean Lee highlights that his youth, ambition, and ruthlessness have been crucial in establishing his authority and securing his legacy.",22.68,6.32,14.43
world-middle-east-18571193,Saudi Arabia is to allow its women athletes to compete in the Olympics for the first time.,"Saudi Arabia has officially approved the participation of female athletes in the Olympics, ending speculation that the nation's team could be disqualified for gender discrimination. Competing women will be required to wear modest, loose-fitting attire and a sports hijab to align with conservative religious standards. This landmark decision marks a significant policy shift driven by King Abdullah’s behind-the-scenes negotiations with key religious and political leaders to expand women's public roles in Saudi society.",25.0,6.38,16.67
uk-england-hereford-worcester-51539199,A body has been found in the search for a woman who went missing in floods after her car got stuck in water.,"Yvonne Booth, 55, died after being swept into floodwaters near the River Teme in Worcestershire, while a man rescued nearby remains in stable condition. The incident occurred as Storm Dennis triggered severe flooding across the region, prompting hundreds of warnings and major incident declarations. Emergency services are continuing rescue operations and advising evacuations as water levels rise and over 400 properties remain flooded.",16.28,0.0,11.63
world-europe-isle-of-man-56422262,"High Covid-19 infection rates mean it is ""too risky"" to allow household support bubbles to be formed on the Isle of Man, the chief minister has told Tynwald.","The Isle of Man has extended its third lockdown to the end of March, citing household mixing and the highly transmissible Kent variant as the main drivers behind the island's 872 active cases. Despite lawmakers highlighting severe mental health struggles and the potential benefits of support bubbles for vulnerable families, government leader Howard Quayle ruled them out for now to avoid worsening the outbreak. Officials will reassess the support bubble policy once the lockdown's duration is clearer and public health guidance confirms it is safe to implement.",22.03,8.62,11.86
technology-30795245,Prosecutors have said the alleged creator and operator of the Silk Road underground market operated like a traditional drug lord.,"Ross Ulbricht is standing trial in New York, accused of creating and operating the Silk Road dark web marketplace to facilitate over a million illegal transactions. Prosecutors allege he earned $18 million in Bitcoin under the alias ""Dread Pirate Roberts"" and faces life in prison if convicted on charges including drug trafficking conspiracy and money laundering. Ulbricht has pleaded not guilty, with his defense team claiming he is a scapegoat for the site's actual owners amid dramatic allegations surrounding his 2013 library arrest and purported hitman hires.",20.37,5.66,12.96
newsbeat-11997559,Adele has announced a UK tour starting in Leeds next April.,"Adele is launching a UK tour to support her upcoming second album, *21*, which releases on January 24. The record, featuring the lead single ""Rolling in the Deep,"" explores familiar themes but reflects her personal growth and maturity compared to her debut. Tour tickets will be available to fans via pre-sale on December 15, with general sales beginning on December 17.",13.7,5.63,13.7
uk-england-oxfordshire-20503005,Refuge centres have been set up in Oxfordshire as flood warnings on more rivers are put in place.,"Flood warnings have been issued for the River Thames and River Windrush, placing multiple Oxfordshire communities at significant risk of property flooding. Local councils are installing barriers and preparing leisure centers as emergency shelters, with some residents likely to be evacuated within the next 24 hours. Meanwhile, hazardous conditions have stranded numerous vehicles, prompting one farmer to rescue 19 cars after drivers ignored road closure signs.",21.43,4.88,11.9
uk-england-london-46741638,A man has been arrested on suspicion of murdering a security guard who was stabbed to death at a private party in London's West End on New Year's Day.,"Two separate stabbing incidents occurred in London, leaving four people injured at a Park Lane nightclub and one woman dead at a Camberwell home. A 26-year-old man is in custody for the nightclub attack, while a 34-year-old suspect has been released on bail following the fatal stabbing. Police are investigating both cases and have appealed for witnesses to assist with their inquiries.",26.8,6.32,14.43
entertainment-arts-11956797,Rock star Eric Clapton is to sell off part of his extensive guitar collection to raise money for his rehab clinic.,"Over 150 lots of Eric Clapton’s guitars and amplifiers, including instruments from his Cream and Derek & The Dominos eras, will be auctioned in New York on 9 February. All proceeds from the Bonhams sale will benefit the Crossroads Centre in Antigua, an addiction treatment facility founded by Clapton in 1998. The collection also features guitars donated by fellow musicians like Jeff Beck and Joe Bonamassa, continuing Clapton’s history of using memorabilia sales to support charitable causes.",14.14,2.06,10.1
business-31949307,You have to feel the Office for Budget Responsibility's (OBR) pain.,"The Office for Budget Responsibility has criticized government departments for submitting policy costings at the last minute, severely straining its already tight forecasting schedule. This delay complicates the OBR's ability to accurately project long-term public spending, particularly for years beyond April 2016. OBR chairman Robert Chote highlighted the growing problem by noting that the government's medium-term spending assumptions have become excessively complex and opaque compared to just a few years ago.",20.69,9.41,16.09
world-africa-39842686,Nigeria's President Muhammadu Buhari is seeking fresh treatment in London for an undisclosed illness.,"Nigerian President Muhammadu Buhari has departed for London for medical treatment, prompting Vice-President Yemi Osinbajo to assume acting leadership amid fears of a political power vacuum. The presidency assured that government operations will continue smoothly, mirroring the successful interim period when Osinbajo previously led during Buhari's January medical leave. Buhari's departure follows his recent meeting with 82 released Chibok schoolgirls, though over 110 remain missing, and has reignited national anxiety reminiscent of former President Umaru Yar'Adua's prolonged health crisis.",14.14,6.19,10.1
10157432,The Italian government has approved austerity measures worth 24 billion euros (£20bn; $29bn) for the years 2011-2012.,"Italy has announced significant budget cuts worth approximately 1.6% of GDP to reduce its fiscal deficit to below 3% by 2012. The austerity measures include freezing public sector hiring, slashing wages and pensions, reducing local government spending, and tightening tax enforcement. These plans, which align with similar eurozone efforts, have sparked protests from public sector workers who argue they have already borne the brunt of previous financial reductions.",18.39,2.35,9.2
uk-england-tees-17350377,"A project to support families in Hartlepool affected by separation has been boosted by a £460,778 grant from the Big Lottery Fund (BLF).",Headland Future has secured a grant from the Big Lottery Fund to expand its family support program following a successful pilot scheme. The initiative will provide expert financial and counseling assistance to at least 400 parents and children while training local parents to support one another. Funders and organizers emphasize that this community-led approach will help mitigate the long-term financial and developmental impacts of family breakdown.,26.09,13.33,17.39
uk-england-wiltshire-54161565,People in Wiltshire are being asked what they would like to see in the county's museum when it moves to its new home in a former courthouse.,"The Wiltshire Museum is relocating to the historic, long-vacant Assize Court in Devizes as part of a community-led restoration project. The Devizes Assize Court Trust is actively seeking creative public input to help reimagine the derelict 1830s building for its new cultural role. Proposed renovations will balance preserving the site’s heritage with introducing modern amenities, including exhibition galleries, a cafe, and a canal-facing extension.",20.83,2.13,16.67
world-europe-43649668,Footage has emerged appearing to show tension between Spain's Queen Letizia and her mother-in-law Queen Sofia.,"During Easter Mass in Mallorca, Queen Letizia sparked controversy by blocking a photograph and removing Queen Sofia’s hand from her daughter’s shoulder, prompting King Felipe to intervene. The tense exchange drew widespread criticism on social media and reignited reports of a long-standing rift between the two queens. Despite initial mentorship and the king’s efforts to foster family unity, their relationship has reportedly deteriorated since the birth of their granddaughters.",23.91,4.44,10.87
world-middle-east-24834204,"A public prosecutor and his driver have been killed in the restive south-eastern Iranian province of Sistan Baluchistan, state media say.","Iranian prosecutor Mousa Nouri and his driver were shot dead by unknown assailants in the border town of Zabol. The assassination follows the recent killing of 14 border guards and the retaliatory execution of 16 prisoners, though officials deny any direct link between the incidents. This attack highlights the ongoing instability in Iran's Sistan Baluchistan province, where security forces frequently clash with Sunni rebel groups and drug smugglers.",26.37,8.99,19.78
uk-scotland-scotland-politics-40855469,The Scottish government plans to create a new benefit to help people struggling to pay for funeral costs.,"UK ministers are introducing a new Funeral Expense Assistance benefit, targeted for a summer 2019 launch, to prevent financially vulnerable individuals from falling into poverty following a bereavement. This initiative addresses sharply rising burial and cremation costs, which have driven a significant increase in taxpayer-funded ""paupers' funerals."" The benefit forms part of a broader 10-point strategy that also introduces consumer protection measures, financial guidance, a social innovation fund, and a pilot ""funeral bond"" scheme to help people save for future arrangements.",21.78,6.06,13.86
uk-scotland-scotland-politics-46541974,Scottish Finance Secretary Derek Mackay has struck a deal to pass his plans for tax and spending for the year ahead at Holyrood. What are the big ideas and spending commitments?,"Scotland’s finance secretary has approved maintaining the current five-band income tax regime, featuring inflation-linked increases for lower thresholds but a frozen higher rate threshold that diverges from the rest of the UK and is projected to raise an additional £68 million. Additional fiscal measures include raising the Land and Buildings Transaction Tax on second homes and buy-to-let properties from 3% to 4%, allowing council tax increases of up to 4.79%, and applying below-inflation rises to business rates while preserving the Small Business Bonus Scheme. On the spending side, the Scottish government has prioritized public health, allocating nearly £730 million in additional funding for health and care services when the changes take effect in April.",18.42,1.33,13.16
uk-20509003,"The chairman of the BBC Trust, Lord Patten, has told MPs he had no choice but to agree to a £450,000 pay-off to director general George Entwistle.","BBC Director General Mark Entwistle resigned after just 54 days following a controversy over a Newsnight report that falsely accused Lord McAlpine of child abuse. BBC Trust chair Lord Patten revealed that Entwistle initially demanded more than a year's salary but ultimately accepted a £450,000 severance package. Legal advisors recommended the settlement to avoid costly unfair and constructive dismissal claims, as the corporation lacked grounds for outright termination.",30.3,10.31,20.2
uk-wales-south-west-wales-25024708,"A man who left unwanted furniture including a wardrobe, TVs and bed outside a shut charity shop has landed himself a £1,000 court bill for fly-tipping.","Ronnie James Carroll, 47, was fined £420 plus nearly £650 in costs, compensation, and surcharges after admitting to illegally dumping furniture outside a Barnardos charity shop in Ammanford. The excessive dumping blocked staff from opening the premises, ruined the items in the rain, and forced the charity to pay for removal. Carmarthenshire Council cited the case as a warning against fly-tipping, noting that repeated incidents have already prompted local charity shops to post strict disposal notices.",19.05,5.83,15.24
uk-england-leicestershire-51356195,A diary detailing a soldier's experience in the Battle of the Somme has been discovered in a barn.,"A firsthand World War I diary written by Pte Arthur Edward Diggins, detailing the horrific first day of the Battle of the Somme, was recently discovered in Leicestershire. The pencil-written journal, which features vivid combat accounts and a narrow escape from a shell explosion, will be auctioned in Derbyshire next month with a guide price of £300 to £400. Although its abrupt October 1916 ending initially raised fears that Diggins had died, researchers confirmed he survived the battle and simply began using a new diary.",24.76,9.71,20.95
business-18074966,What makes an entrepreneur? The BBC's Roman Lebed and Tom Santorelli speak to Ruslan Gritsaylo about how he set up a business taking people on paratrike tours in the skies above Kiev.,"Ruslan Gritsaylo, a third-generation pilot from Kiev, operates a paratrike flight business that carries customers in a lightweight aircraft combining a tricycle, propeller, and parachute. He launched the venture in the 1990s when the craft was poorly understood and risky, but technological improvements have since made the flights safe and reliable. Driven by a lifelong love of aviation, Gritsaylo views his work as a seamless blend of hobby and business that brings him more endorphins than adrenaline.",19.82,3.67,10.81
uk-northern-ireland-40941393,"The government has said there must be an ""unprecedented solution"" for the border between Northern Ireland and the Republic after Brexit.","The UK government proposes avoiding a hard border in Northern Ireland post-Brexit by eliminating physical infrastructure and exempting most small and medium-sized businesses from customs tariffs. While critics dismiss the plan as lacking practical detail, officials maintain it will preserve the Common Travel Area and uphold the Good Friday Agreement. Under the proposal, only larger firms engaged in international trade would face targeted digital declarations and compliance checks.",19.78,2.25,15.38
uk-26341122,"A decision to keep documents relating to a man who was at the centre of the Profumo sex scandal hidden should be overturned, a leading lawyer has said.","Lawyer Geoffrey Robertson QC is petitioning the Information Commissioner to overturn the National Archives' decision to withhold documents related to Stephen Ward's 1963 trial. Ward, a central figure in the Profumo scandal, committed suicide after being convicted of living off immoral earnings, a verdict widely regarded as a miscarriage of justice used to shield high-ranking officials. Robertson argues that sealing these records is irrational and deprives the public and historians of the full truth behind the controversial case.",29.63,9.43,20.37
entertainment-arts-49419053,Scarlett Johansson has topped Forbes' list of best-paid actresses for a second year - but is only the eighth highest paid actor overall.,"Scarlett Johansson leads Forbes' 2019 highest-paid female actors list with $56 million, a significant jump largely driven by *Avengers: Endgame*. While all ten women on this year's rankings earned over $20 million, several major stars like Angelina Jolie and Julia Roberts dropped out of the top tier. Despite the overall earnings increase, the list highlights a stark lack of racial diversity, as Sofia Vergara remains the only woman of color among the top earners.",28.28,4.12,16.16
entertainment-arts-44964740,"Arctic Monkeys, arguably Britain's biggest rock band, are among the 12 nominees for the 2018 Mercury Prize.","Arctic Monkeys have secured a fourth nomination for the prestigious music award with their album *Tranquility Base Hotel and Casino*, joining a competitive field that includes Jorja Smith, Lily Allen, and Florence + The Machine. Several of the shortlisted records tackle pressing social and political issues, such as rising nationalism, Islamophobia, and violence, reflecting the turbulent cultural climate. While bookmakers favor Arctic Monkeys, Noel Gallagher, and Florence + The Machine, the diverse lineup highlights the award's continued emphasis on artistic innovation and socially conscious storytelling.",11.76,4.0,7.84
newsbeat-42729308,Kim Kardashian and Kanye West have spoken of their happiness about having a daughter by a surrogate.,"Chloe, a mother of three, became a surrogate to help other families experience the profound joy of childbirth. After joining Surrogacy UK, she spent months building a trusting relationship with the intended parents before successfully carrying their biological child through IVF. She describes the surrogate pregnancy as a uniquely joyful experience, distinct from her own, because her excitement centered on giving the gift of parenthood to another family.",11.76,2.41,9.41
science-environment-48786295,"Oil producing countries are trying to ""erase the science"" on keeping the world's temperatures below 1.5C, say some delegates at UN talks in Bonn.",Small island states are accusing Saudi Arabia and other nations of attempting to downplay or ignore the IPCC's critical 1.5°C climate report during negotiations in Bonn. The report warns that global carbon emissions must be cut by 45% by 2030 to limit warming to a threshold vital for the survival of vulnerable island nations. Tensions have escalated as these countries clash over whether to officially acknowledge the report's urgent findings or emphasize its scientific uncertainties.,17.14,1.94,13.33
technology-30819036,Facebook is launching a new app that aims to expand the US firm's presence within companies and other places of work.,"Facebook is launching ""Facebook at Work,"" a secure workplace communication platform designed to replace email and compete with rivals like LinkedIn and Microsoft's Yammer. The service keeps professional interactions completely separate from personal profiles while leveraging users' existing familiarity with Facebook's interface to minimize corporate training costs. By addressing widespread email overload, the platform aims to streamline employee collaboration through familiar tools like News Feed and Groups.",21.98,6.74,17.58
world-latin-america-50664018,"Trade unions, student and indigenous groups are marching in Colombia's major cities to increase the pressure on the government of President Iván Duque.","Hundreds of thousands of demonstrators have been protesting for nearly two weeks, demanding socioeconomic reforms, full implementation of the 2016 Farc peace accord, and the dismantling of riot police following a protester's fatal shooting. President Duque denies plans to alter pensions or youth wages, claims the movement is politically manipulated, and refuses to disband the police force. Despite scheduled negotiations, progress remains stalled as the government instead calls for a broader national dialogue to address the widespread unrest.",17.31,1.96,11.54
business-35240093,Tech giant Huawei Technologies's consumer division's revenue rose 70% to more than $20bn (£13bn) in 2015 from a year ago on strong smartphone sales.,"Huawei's smartphone shipments surged 44% to 108 million units, driven by strong sales in China and Western Europe. While its telecom equipment remains banned in the US and Australia over security concerns, its consumer electronics are still legally sold in those markets. To directly compete with Apple and Samsung, Huawei is strategically shifting toward high-margin premium devices, highlighted by the recent launch of its $644 Mate 8 flagship.",16.67,0.0,10.42
blogs-news-from-elsewhere-51090657,A train in southern Russia was delayed for the better part of an hour after getting stuck behind a slow-moving camel.,"A slow-moving mammal crossing train tracks near the Russian-Kazakh border in Russia's Astrakhan Region caused a 40-minute delay as the crew slowed the locomotive to avoid a collision. Video footage shows the animal remaining on the tracks despite the train's warnings, forcing operators to reduce speed from 22 to 13 km/h. Volga Railways highlighted the incident as part of a growing trend of wildlife incursions that pose a serious safety threat to passengers and railway staff.",21.15,5.88,17.31
world-latin-america-34504269,"People in the neighbourhood of Moyopampa, 35km (22 miles) east of Lima, say 23 March was a sunny Monday afternoon like so many others.","A sudden, intense rainstorm triggered a devastating landslide and flooding in Moyopampa, Peru, destroying homes and forcing residents to flee for their lives. Many victims are impoverished families who reside in high-risk flood zones because they lack the financial means to relocate to safer areas. With experts warning of a potentially severe El Niño event, the Peruvian government has declared a state of emergency as the region braces for more extreme weather and disasters.",14.0,0.0,8.0
uk-scotland-south-scotland-42521987,A Scottish duke has been handed a rare honour by being made a Knight of the Thistle by the Queen.,"Richard Scott, the Duke of Buccleuch and Queensberry, has been appointed to Scotland's highest chivalric honor, the Order of the Thistle, earning him the title of knight. The exclusive appointment, backdated to November 2017, also designates him as the Queen's representative to the General Assembly of the Church of Scotland in 2018. As one of Britain's largest landowners, the Duke joins a highly selective group of just 16 knights recognized for their significant contributions to Scottish public life.",21.78,8.08,15.84
