id,reference,generated,rouge1,rouge2,rougeL
uk-scotland-scotland-politics-41036484,The chief executive of the Scottish Police Authority (SPA) is to retire early.,"John Foley is expected to leave his position as chief executive of the Scottish Police Authority in October, receiving a settlement that includes payment in lieu of notice and an early retirement payment. His departure follows criticism from Scotland's police watchdog regarding dysfunctional relationships at the top of the authority and the recent resignation of chairman Andrew Flanagan. The authority stated the chief executive role is becoming redundant, as the director of forensic services will now report directly to the board to strengthen oversight.",24.49,14.58,18.37
technology-51510196,It was the week when the mobile phone industry's biggest annual trade show was called off over fears about the spread of the coronavirus.,"The BBC Tech Tent podcast examines the cancellation of Mobile World Congress and the tech industry's response to the coronavirus threat. Recorded in San Francisco, the episode features Dr. Lee Riley, who warns that social media and 24/7 news spread fear faster than the infection itself. He attributes this heightened anxiety to rapid diagnosis rates and uncertainty, noting it exceeds the panic seen during the SARS outbreak.",25.53,4.35,17.02
uk-wales-33793177,"Wales has the highest take-up of broadband of any of the devolved nations, according to a report from the watchdog Ofcom.","Ofcom's latest report indicates that public investment has boosted super-fast internet availability in Wales to nearly 79%, with take-up rates higher than in Scotland and Northern Ireland. Despite this progress, the region still records the UK's lowest 4G service availability, with only 23% of adults having access. Meanwhile, Welsh residents remain the most avid television viewers in the UK, spending over four hours daily watching TV and holding the highest proportion of pay TV subscriptions.",25.74,4.04,11.88
uk-politics-20775071,"Allegations that a police officer falsely claimed to have witnessed former Chief Whip Andrew Mitchell calling police ""plebs"" are ""exceptionally serious"", No 10 says.","Channel 4 News has alleged that a police officer posed as a member of the public to fabricate evidence against resigned minister Mr. Mitchell regarding the Downing Street incident. Downing Street has demanded an urgent inquiry into these exceptionally serious allegations, while the Metropolitan Police Federation denies any conspiracy to unseat a cabinet minister. Mr. Mitchell is calling for a full investigation, and a Diplomatic Protection Squad officer has been arrested in connection with the leak of police records.",21.36,9.9,17.48
world-latin-america-47658080,"For many Brazilians, Michel Temer's ascension to president was surprising. But as the first Brazilian president to have charges brought against him while in office, his arrest is less unexpected.","Michel Temer assumed Brazil's presidency in 2016 following Dilma Rousseff's impeachment, though he faced low approval ratings and accusations of orchestrating a political coup. His tenure concluded in 2018 when he was replaced by far-right candidate Jair Bolsonaro. During his time in office, Temer became the first Brazilian president to face criminal charges for allegedly leading a long-running bribery scheme involving state-run institutions.",30.3,12.37,22.22
uk-england-birmingham-47374127,Three siblings have had their stomachs removed after testing positive for a cancer gene following the deaths of their mother and sister.,"Three siblings underwent preventative surgery after genetic testing revealed they carried a stomach cancer gene following the deaths of their mother and sister. While the operation eliminated the risk for the three carriers, their sister Tracy was devastated to learn she did not possess the gene. However, the family now faces a new threat after Tahir's daughter was found to carry the same hereditary condition.",40.91,23.26,34.09
uk-england-leeds-54470312,"The death of a British backpacker in Malaysia remains a mystery six years on, an inquest has heard.","Gareth Huntley, a 33-year-old volunteer from Leeds, disappeared on Tioman Island in 2014 and his body was found days later. A coroner concluded the cause of death was unclear due to decomposition, stating that while third-party involvement could not be ruled out, there were no positive findings to support it. Huntley's family expressed their enduring grief over the mysterious circumstances, noting they still have many unanswered questions regarding how he died.",19.35,0.0,8.6
world-asia-31001251,"The recent high-profile spat with the US over the Hollywood film ""The Interview"" painted North Korea's enigmatic young leader Kim Jong-un as impetuous.","The FBI blamed North Korea for hacking Sony Pictures after a film depicting Kim Jong-un's assassination was released. Kim Jong-un retaliated by insulting President Obama, leading insiders to analyze his leadership ambitions. Journalist Jean Lee observes that Kim secured his power base through ambition and ruthlessness, despite not being the obvious heir.",22.22,7.59,17.28
world-middle-east-18571193,Saudi Arabia is to allow its women athletes to compete in the Olympics for the first time.,"Saudi Arabia has announced that its Olympic Committee will oversee the participation of qualified female athletes, ending speculation about potential disqualification on gender discrimination grounds. This decision marks a significant step for the kingdom by overturning deep-rooted opposition from religious conservatives regarding women in public sports. Female competitors will wear modest, loose-fitting garments and sports hijabs following behind-the-scenes discussions led by King Abdullah.",23.81,4.88,14.29
uk-england-hereford-worcester-51539199,A body has been found in the search for a woman who went missing in floods after her car got stuck in water.,"Police have confirmed the body of Yvonne Booth, 55, was found after she was swept into floodwater near Tenbury Wells, Worcestershire, during Storm Dennis. A man who was with her was rescued from the rising water and remains in stable condition following the incident. The severe weather has left over 400 properties flooded across the region, prompting evacuations and numerous severe flood warnings.",25.58,0.0,13.95
world-europe-isle-of-man-56422262,"High Covid-19 infection rates mean it is ""too risky"" to allow household support bubbles to be formed on the Isle of Man, the chief minister has told Tynwald.","Howard Quayle has confirmed that support bubbles will not be introduced during the current lockdown extension due to the high spread of the Kent variant. Politicians have criticized the decision, highlighting the negative impact on single parents and mental health, but officials warn against increasing infection rates. Support bubbles may be reviewed once the lockdown's length is clearer, though the third lockdown remains extended until the end of March.",26.26,4.12,16.16
technology-30795245,Prosecutors have said the alleged creator and operator of the Silk Road underground market operated like a traditional drug lord.,"Ross Ulbricht is on trial in New York, having pleaded not guilty to charges of running the illegal Silk Road website which prosecutors say facilitated over a million drug deals. His lawyers argue he was a fall guy, while the prosecution claims he earned $18 million under the alias Dread Pirate Roberts. Ulbricht faces life in prison if convicted, a high-stakes trial noted for its dramatic elements like a library arrest and alleged hit men.",25.0,4.26,14.58
newsbeat-11997559,Adele has announced a UK tour starting in Leeds next April.,"Adele has announced a UK tour to support her second album, 21, which is scheduled for release on January 24 alongside the first single, Rolling In The Deep. Produced by Rick Rubin and Paul Epworth, the record reflects a more mature and honest perspective on her life compared to her debut, 19. Tickets for the tour dates in cities such as London and Manchester go on sale on December 17.",17.28,12.66,17.28
uk-england-oxfordshire-20503005,Refuge centres have been set up in Oxfordshire as flood warnings on more rivers are put in place.,"Flood warnings for the River Thames and River Windrush have led to the preparation of evacuation centers at Blackbird Leys Leisure Centre and Langdale Hall. Council officials warn that households in Oxford and Witney face a high risk of flooding within the next 24 hours, with some residents potentially advised to leave. In a separate incident, a farmer reported rescuing 19 vehicles from flooded roads after drivers ignored closure signs.",15.91,2.33,9.09
uk-england-london-46741638,A man has been arrested on suspicion of murdering a security guard who was stabbed to death at a private party in London's West End on New Year's Day.,"Tudor Simionov and three others were stabbed with significant but non-life-threatening injuries during an attack at Fountain House, resulting in the custody of a 26-year-old suspect. In a separate incident, Charlotte Huggins was fatally stabbed in Camberwell on January 1, and a man arrested on suspicion of attempted murder has been released on bail. Authorities have urged witnesses to come forward to assist with the investigation into the Fountain House assault.",33.96,9.62,15.09
entertainment-arts-11956797,Rock star Eric Clapton is to sell off part of his extensive guitar collection to raise money for his rehab clinic.,"Eric Clapton is auctioning over 150 lots of his guitar collection in New York next year, with proceeds benefiting his Crossroads Centre addiction treatment foundation. The sale features rare items such as a guitar from the 2005 Cream reunion and 1970s Marshall speakers, alongside instruments donated by fellow musicians. Bonhams will display the memorabilia in London in January before the official auction takes place in February.",18.39,9.41,18.39
business-31949307,You have to feel the Office for Budget Responsibility's (OBR) pain.,"The Office for Budget Responsibility (OBR) has publicly criticized the government for submitting policy costings at the last minute and creating an overly complex forecasting environment. OBR chairman Robert Chote highlighted that explaining the medium-term spending assumptions has become significantly more opaque, growing from 29 words in 2011 to 428 words today. These complaints were raised during a news conference where the independent body expressed frustration over the lack of detailed spending plans for future years.",15.73,9.2,13.48
world-africa-39842686,Nigeria's President Muhammadu Buhari is seeking fresh treatment in London for an undisclosed illness.,"Nigerian President Muhammadu Buhari has departed for London for medical treatment, leaving Vice-President Yemi Osinbajo in charge to ensure normal government operations. Despite public fears regarding a power vacuum and economic recovery, Buhari has reassured citizens that there is no cause for worry while his doctors determine the duration of his stay. Prior to his departure, the President met with 82 of the Chibok schoolgirls recently released by Boko Haram, although many others from the 2014 abduction remain missing.",16.84,6.45,12.63
10157432,The Italian government has approved austerity measures worth 24 billion euros (£20bn; $29bn) for the years 2011-2012.,"Italy has joined other eurozone nations in announcing spending cuts equal to 1.6% of GDP to reduce its budget deficit. The government plans to freeze public recruitment, reduce pay and pensions, and clamp down on tax avoidance to reach a 3% deficit target by 2012. However, public sector workers are protesting the measures, arguing that the financial burden should be shifted from employees to tackling tax evasion.",13.95,0.0,9.3
uk-england-tees-17350377,"A project to support families in Hartlepool affected by separation has been boosted by a £460,778 grant from the Big Lottery Fund (BLF).","Headland Future has been awarded funding to provide expert financial and counselling support to families. Backed by the Big Lottery Fund, the grant follows a successful pilot and is expected to benefit at least 400 parents and children. The initiative will train parents to help other families in similar situations.",35.14,13.89,21.62
uk-england-wiltshire-54161565,People in Wiltshire are being asked what they would like to see in the county's museum when it moves to its new home in a former courthouse.,"The Wiltshire Museum is set to relocate to the historic Assize Court in Devizes, a Grade II-listed building that has been derelict since the 1980s. The Devizes Assize Court Trust is inviting the public to submit creative ideas to help tailor activities and re-imagine the new museum space. Future plans involve restoring the original structure while adding a modern extension that includes exhibition galleries, a cafe, and community areas.",16.16,0.0,14.14
world-europe-43649668,Footage has emerged appearing to show tension between Spain's Queen Letizia and her mother-in-law Queen Sofia.,"Footage from an Easter Mass in Mallorca captured a tense moment where Queen Letizia blocked a photograph of Queen Sofia and removed her hand from Infanta Sofía's shoulder. The incident sparked criticism from Spanish media and royal relatives, including Marie Chantal of Greece, while sources close to the queen described her as devastated. Reports suggest the altercation reflects deteriorating relations between the two queens since the birth of the princesses, despite King Felipe's efforts to maintain family unity.",22.0,4.08,12.0
world-middle-east-24834204,"A public prosecutor and his driver have been killed in the restive south-eastern Iranian province of Sistan Baluchistan, state media say.","Mousa Nouri, a prosecutor in Zabol, was shot dead by unknown assailants while traveling to work in the volatile Sistan-Baluchistan province. The incident follows the recent killing of 14 border guards and the subsequent execution of 16 prisoners, though officials deny the events are related. While the rebel group Jaish al-Adl claimed responsibility for the border guard deaths, no group has claimed responsibility for the prosecutor's murder.",21.74,4.44,13.04
uk-scotland-scotland-politics-40855469,The Scottish government plans to create a new benefit to help people struggling to pay for funeral costs.,"Ministers have announced plans to launch a new Funeral Expense Assistance benefit by summer 2019 to protect financially struggling families from poverty following a death. This initiative addresses rising burial and cremation costs, which have already led to a surge in local authority-funded ""paupers' funerals."" Part of a broader 10-point plan, the scheme will also introduce consumer protections and a pilot savings bond to help people prepare for funeral expenses.",31.11,11.36,22.22
uk-scotland-scotland-politics-46541974,Scottish Finance Secretary Derek Mackay has struck a deal to pass his plans for tax and spending for the year ahead at Holyrood. What are the big ideas and spending commitments?,"The Scottish government has confirmed income tax changes that raise thresholds for lower earners while freezing the higher rate limit to generate £68m in revenue. Additional tax adjustments include increased duties for second property purchases and a cap allowing council tax rises of up to 4.79%. Health services will receive the largest funding boost with a proposed £730m increase, reflecting the government's spending priorities for the new tax year.",23.53,2.0,17.65
uk-20509003,"The chairman of the BBC Trust, Lord Patten, has told MPs he had no choice but to agree to a £450,000 pay-off to director general George Entwistle.","George Entwistle resigned as BBC Director General after just 54 days following a Newsnight report that wrongly accused Lord McAlpine of child abuse. Lord Patten testified that Entwistle requested more than the 12 months' pay he received, but the BBC Trust agreed to the settlement to avoid a costly industrial tribunal claim. Patten explained that because there were no grounds for dismissal, the corporation chose a consensual exit over risking a constructive dismissal lawsuit.",36.89,11.88,15.53
uk-wales-south-west-wales-25024708,"A man who left unwanted furniture including a wardrobe, TVs and bed outside a shut charity shop has landed himself a £1,000 court bill for fly-tipping.","Ronnie James Carroll was ordered to pay over £1,000 for fly-tipping furniture outside a Barnardos shop, an act that blocked access and ruined the items in the rain. Carmarthenshire council warned that the case serves as a reminder, noting that similar incidents have already prompted charities to display signs stating uncollected items are considered fly-tipping. Although Carroll claimed he could not read the sign, he admitted to four offences under the Environmental Protection Act.",22.86,7.77,13.33
uk-england-leicestershire-51356195,A diary detailing a soldier's experience in the Battle of the Somme has been discovered in a barn.,"A World War One diary written by Private Arthur Edward Diggins, which describes the horrors of the first day of the Battle of the Somme, is set to be auctioned next month. Found in Leicestershire, the journal contains harrowing accounts of the fighting and a lucky escape from a shell explosion. Although the diary ends abruptly in October 1916, research confirms Diggins survived the battle rather than dying in combat.",24.72,9.2,20.22
business-18074966,What makes an entrepreneur? The BBC's Roman Lebed and Tom Santorelli speak to Ruslan Gritsaylo about how he set up a business taking people on paratrike tours in the skies above Kiev.,"Ruslan Gritsaylo, a third-generation pilot from Kiev, runs a business flying customers in paratrikes. He started this venture in the 1990s when safety was a concern, but technology has since made the sport much safer. Gritsaylo emphasizes that his work is driven by a love for flying rather than the thrill of extreme sports.",22.73,6.98,15.91
uk-northern-ireland-40941393,"The government has said there must be an ""unprecedented solution"" for the border between Northern Ireland and the Republic after Brexit.","The UK government proposes avoiding a hard border in Northern Ireland by exempting small businesses from customs tariffs and rejecting physical infrastructure like customs posts. Critics have derided the proposals as a ""fantasy frontier"" lacking credible detail, though officials maintain the approach protects the Good Friday Agreement and Common Travel Area. Larger businesses engaging in international trade would instead be monitored through online declarations and compliance checks.",20.45,2.33,15.91
uk-26341122,"A decision to keep documents relating to a man who was at the centre of the Profumo sex scandal hidden should be overturned, a leading lawyer has said.","Lawyer Geoffrey Robertson QC is asking the Information Commissioner to overrule the National Archives' decision to keep documents about Stephen Ward's 1961 trial hidden. Ward, who played a central role in the Profumo Affair, committed suicide at the conclusion of his trial after being found guilty of living off immoral earnings. Robertson contends that withholding these records is irrational and ignores the public interest in discovering the truth about a conviction widely viewed as a miscarriage of justice.",31.78,9.52,18.69
entertainment-arts-49419053,Scarlett Johansson has topped Forbes' list of best-paid actresses for a second year - but is only the eighth highest paid actor overall.,"Scarlett Johansson topped the Forbes list of highest-paid actresses with $56 million, a significant increase driven by the success of Avengers: Endgame. Dwayne Johnson was named the highest-paid actor overall at $89.4 million, while Sofia Vergara was the only other woman to break into the overall top 10. Despite all top 10 actresses earning above $20 million this year, the rankings highlighted a notable lack of diversity with no black actresses included.",32.65,14.58,28.57
entertainment-arts-44964740,"Arctic Monkeys, arguably Britain's biggest rock band, are among the 12 nominees for the 2018 Mercury Prize.","Arctic Monkeys have earned a fourth nomination for the high-minded award established in 1992 with their album Tranquility Base Hotel and Casino, facing stiff competition from artists like Jorja Smith and Florence + The Machine. While bookmakers favor the Arctic Monkeys, Noel Gallagher, and Florence + The Machine, the shortlist includes last year's winner Sampha and jazz act Sons of Kemet. Many of the nominated works tackle political issues such as nationalism and violence, whereas others focus on personal vulnerability and historical representation.",11.88,4.04,7.92
newsbeat-42729308,Kim Kardashian and Kanye West have spoken of their happiness about having a daughter by a surrogate.,"Chloe, a mother of three, chose to become a surrogate after feeling heartbroken that some parents could not experience the joy of pregnancy. She joined Surrogacy UK and built a relationship with the intended parents before carrying their baby through IVF. Although the experience differed from her own pregnancies, Chloe found it rewarding to help others achieve parenthood.",16.0,2.74,8.0
science-environment-48786295,"Oil producing countries are trying to ""erase the science"" on keeping the world's temperatures below 1.5C, say some delegates at UN talks in Bonn.","Small island states are accusing Saudi Arabia and other nations of attempting to erase references to a critical IPCC report that warns limiting warming to 1.5C is vital for their survival. The report mandates a 45% reduction in carbon emissions by 2030, yet countries including the US, Russia, and Kuwait have refused to formally welcome the findings. Instead, these nations are pushing to highlight uncertainties in the data and downplay the urgent emissions cuts required during ongoing UN climate negotiations.",18.69,3.81,11.21
technology-30819036,Facebook is launching a new app that aims to expand the US firm's presence within companies and other places of work.,Facebook is launching a new work-focused platform designed to facilitate employee communication as an alternative to email and intranet systems. The service ensures professional information remains separate from personal profiles while utilizing familiar tools to minimize training costs for businesses. This move positions Facebook to compete directly with established enterprise collaboration tools like LinkedIn and Microsoft's Yammer.,24.69,10.13,19.75
world-latin-america-50664018,"Trade unions, student and indigenous groups are marching in Colombia's major cities to increase the pressure on the government of President Iván Duque.","Hundreds of thousands of protesters have rallied for two weeks demanding education access, pension protections, and adherence to the 2016 peace process. President Duque has rejected key demands, including dismantling the riot police force responsible for protester Dilan Cruz's death, and claims the demonstrators are being manipulated by rivals. Although talks are scheduled to resume Thursday, little progress has been made as the government calls for a national dialogue instead of meeting the committee's 13 demands.",19.42,1.98,11.65
business-35240093,Tech giant Huawei Technologies's consumer division's revenue rose 70% to more than $20bn (£13bn) in 2015 from a year ago on strong smartphone sales.,"Huawei reported a 44% surge in smartphone shipments to 108 million units, coinciding with the unveiling of its new premium Mate 8 in Las Vegas. Although the firm faces bans on its telecom equipment in the US and Australia due to espionage concerns, its consumer electronics remain allowed in the American market. Driven by strong sales in China and Western Europe, Huawei aims to challenge Apple and Samsung by shifting its focus toward high-margin premium devices.",17.48,0.0,11.65
blogs-news-from-elsewhere-51090657,A train in southern Russia was delayed for the better part of an hour after getting stuck behind a slow-moving camel.,"Volga Railways confirmed a delay of over 40 minutes after a languid mammal wandered onto train tracks near the Russian-Kazakh border. Crew members slowed the locomotive to avoid the animal, fearing it might collapse on the rails. The company warned that an increasing number of wild and domestic animals on the tracks pose a growing safety threat.",22.5,0.0,15.0
world-latin-america-34504269,"People in the neighbourhood of Moyopampa, 35km (22 miles) east of Lima, say 23 March was a sunny Monday afternoon like so many others.","Heavy rain and landslides devastated a poor Peruvian neighborhood, destroying homes and forcing residents to escape through roofs. Despite the recurring risks, impoverished families remain in the hazardous area because they have nowhere else to go. The Peruvian government has declared a state of emergency as experts warn the region faces the worst El Nino weather phenomenon in over 60 years.",9.41,2.41,7.06
uk-scotland-south-scotland-42521987,A Scottish duke has been handed a rare honour by being made a Knight of the Thistle by the Queen.,"Richard Scott, the Duke of Buccleuch and Queensberry, has been appointed to the Order of the Thistle, granting him the title ""sir."" The appointment, announced in The London Gazette, is backdated to St Andrew's Day 2017 and recognizes his contributions to public life. Additionally, the Duke will act as the Lord High Commissioner to the General Assembly of the Church of Scotland in 2018.",16.47,7.23,16.47
uk-england-suffolk-46071589,"The organisers of a festival are ""enraged"" by the actions of a protester who is disrupting a daily outdoor music event with a megaphone and a siren.","A protester is disrupting ""Clarion Call,"" a sonic artwork in Ipswich commemorating the centenary of the end of World War One, by shouting through a megaphone from a nearby balcony. While the artistic director and attendees defend the piece as a respectful memorial, the man claims it is a ""pagan incantation"" and refuses to stop his noise. Although organizers have tried to engage with the man, attendees remain frustrated by the ongoing interference with the commemorative event.",32.69,7.84,17.31
uk-england-stoke-staffordshire-25680638,A police force is being investigated for possible breaches to data protection laws after naming drink drive suspects on Twitter.,"The Information Commissioner's Office is investigating whether Staffordshire Police breached data protection laws by publicly naming 86 drink driving suspects before their convictions. While the police commissioner defended the campaign as legal since the details were public record, critics have condemned the tactic as a disregard for the presumption of innocence. Staffordshire Police have confirmed they are cooperating with the inquiry and will provide a full response to the ICO's questions shortly.",29.79,8.7,21.28
uk-england-bristol-44226204,The life of an African-American former slave who toured Britain to campaign for abolition is being celebrated across Bristol.,"To commemorate the bicentenary of Frederick Douglass's birth, Edson Burton and Bristol Old Vic are staging a series of performances in Bristol at locations linked to the city's history of slavery. The production features actors from various fields delivering speeches inspired by the prominent abolitionist's life, which included escaping enslavement and touring Britain to secure his freedom. Organizers highlight Douglass's enduring relevance and captivating oratory, noting that his activism remains strikingly modern.",14.58,4.26,10.42
business-45506500,The boss of John Lewis has hit out at Brexit secretary Dominic Raab after he said companies should not blame Brexit for poor results.,"Sir Charlie Mayfield of John Lewis denied blaming Brexit for a 99% profit slide, attributing losses instead to weaker sterling and higher import costs. Dominic Raab criticized the retailer for using Brexit as an excuse, urging businesses to take responsibility for their own situations despite acknowledging negotiation uncertainty. John Lewis expects annual profits to remain substantially lower, while the government continues preparing for a no-deal scenario alongside efforts to secure a deal with the EU.",20.0,10.2,16.0
