id,reference,generated,rouge1,rouge2,rougeL
entertainment-arts-26706229,The BBC is to feature more arts stories in programmes like The One Show in a bid to make the subject less elitist.,"The BBC's director general, Tony Hall, will announce new commissions, including a revival of the 1960s arts series ""Civilisation"", to engage children and young people with the arts. The new 13-part series will use modern digital technology to provide a fresh overview of the history of art and is seeking a new presenter to follow in the footsteps of art historian Kenneth Clark. The move is part of the BBC's efforts to increase its arts coverage, with a 20% funding boost, and to make the arts more accessible to a new generation through various programmes and collaborations.",21.14,4.96,16.26
education-56213402,"Poorer students in England are up to three A-level grades behind more affluent students, research suggests.","The Education Policy Institute (EPI) has found that students from poorer families are at a significant disadvantage in education, with some areas showing a gap of up to five GCSE grades. On average, poorer students are equivalent to three A-level grades behind their more affluent peers, with the gap being wider in A-levels than vocational qualifications. The EPI's study, which analyzed data from 2017 to 2019, suggests that the disadvantage gap has not improved and may even worsen due to the impact of the pandemic.",28.57,15.53,22.86
business-38842721,"Hang out the bunting - well, at least buy a couple of party poppers.","The Bank of England has upgraded its growth forecasts for the UK economy, with a substantial increase for this year and a small upgrade for next year. This marks a significant shift from the Bank's pessimistic outlook after the Brexit referendum, when it slashed growth projections to 0.8% for 2017 and 1.8% for 2018. Despite the upgrades, the Bank still believes that the negative effects of Brexit have not disappeared and will likely become more apparent as the UK enters the next stage of the exit process.",5.83,0.0,5.83
uk-politics-36836980,All MPs are to be automatically offered additional security in their constituency offices and homes.,"Following the death of Labour MP Jo Cox, MPs have decided to automatically offer extra security measures to all members, including panic buttons and additional locks. Previously, MPs had to apply through the parliamentary expenses watchdog Ipsa, which often resulted in delays due to required risk assessments and written estimates. The new decision strips Ipsa of its authority over security decisions, allowing MPs to receive enhanced security arrangements without having to go through the lengthy application process.",19.57,2.22,15.22
uk-politics-12657524,"With no money left in the government coffers, the ""only strategy"" for growth is to get behind Britain's entrepreneurs, David Cameron has said.","Here is a concise summary of the article in 3 sentences:

UK Prime Minister David Cameron declared his support for ""go-getters"" and vowed to introduce a pro-growth Budget on March 23. He promised to ""rebalance"" the economy by promoting savings, investment, and new industries, and announced plans to create 10 new enterprise zones to boost deprived areas. However, Labour criticized Cameron's speech as ""warm words but no action"", suggesting that his promises lacked concrete policies to back them up.",20.75,1.92,9.43
technology-19700791,Warcraft's online gaming world is about to get a bit bigger.,"The latest expansion for World of Warcraft, Mists of Pandaria, is set to launch on Tuesday, introducing a new continent and playable panda characters to the game. The expansion is seen as an attempt to boost the game's dwindling subscriber base, which has dropped to its lowest level since 2007, with around 9 million players remaining, half of whom are in China. The game faces growing competition from other popular titles, and Blizzard has tried various strategies to retain players, including offering a free-to-play version and bundling the game with other titles like Diablo 3.",12.73,0.0,9.09
business-40666236,The European Central Bank (ECB) has insisted there is still a long way to go before it can call a halt to its economic stimulus programme.,"The European Central Bank (ECB) has maintained its current monetary policy, with President Mario Draghi indicating that the bank is not yet ready to wind down its quantitative easing (QE) program. The ECB is still buying €60bn of bonds per month and keeping interest rates at 0%, as it waits for wages and prices to rise in line with its objectives. Despite Draghi's cautious tone, the euro briefly surged to a 14-month high against the dollar after he hinted that the bank might discuss reducing QE in the autumn, highlighting the market's sensitivity to his comments.",20.8,9.76,17.6
business-22689987,South Africa's economic growth slowed sharply in the first three months of the year.,"South Africa's economy grew by only 0.9% in the first quarter, raising concerns about its ability to regain momentum. The slowdown is attributed to maintenance closures in key industries, such as petroleum, and has left the central bank in a tricky situation with regards to monetary policy. The country's economy has been struggling since a recession in 2009, and inflation is forecast to rise later in the year due to the weakness of the rand, which is currently at its lowest level in four years.",17.48,11.88,17.48
business-42226808,"The UK's biggest bioethanol producer has stopped production at its East Yorkshire plant, blaming government ""inaction"".","Vivergo Fuels, a bioethanol producer, has halted production at its Hull facility due to rising losses caused by government delays in implementing a rule to increase bioethanol in petrol to 10%. The company, which supports 3,000 people in its supply chain, including UK farmers, is calling on the government to introduce a new fuel called E10 to reduce carbon emissions. The government claims to be ""on track"" to double biofuels supply by 2020, but Vivergo warns that the delay is threatening the future of its business and the jobs it supports.",16.51,7.48,12.84
technology-54360612,US President Donald Trump's re-election campaign is running hundreds of Facebook advertisements pushing an unfounded conspiracy theory that Joe Biden cheated during the first US presidential debate.,"The Trump campaign has launched a series of adverts on social media suggesting that Joe Biden wore an earpiece during a debate, implying that he received external help. The Biden campaign has rejected these claims, which are reminiscent of unproven allegations made against presidential candidates in the past. The adverts, which have reached at least 10 million users, feature a doctored photo of Biden and promote other baseless rumors about him, including claims that he asked for breaks during the debate and refused a ""drug test"".",19.13,5.31,17.39
uk-scotland-scotland-politics-41036484,The chief executive of the Scottish Police Authority (SPA) is to retire early.,"John Foley, the chief executive of the Scottish Police Authority (SPA), is expected to leave his position in October due to a change in the organization's structure. The SPA stated that Mr. Foley's role has become redundant as the director of forensic services will now report directly to the authority's board. Mr. Foley will receive a financial settlement, including payment in lieu of notice and an early retirement payment, although the exact amount has not been disclosed.",27.96,19.78,25.81
technology-51510196,It was the week when the mobile phone industry's biggest annual trade show was called off over fears about the spread of the coronavirus.,"The BBC's Tech Tent podcast discussed the cancellation of Mobile World Congress due to the coronavirus outbreak and the role of social media in shaping public perception of the threat. Dr. Lee Riley, a professor of infectious diseases, shared his expertise, noting that while the coronavirus is concerning, common influenza is more deadly, and that fear is spreading faster than the virus itself. According to Dr. Riley, the 24/7 news cycle and social media have contributed to the rapid spread of fear, with the coronavirus being diagnosed and reported on more quickly than the Sars outbreak 20 years ago.",15.87,4.84,14.29
uk-wales-33793177,"Wales has the highest take-up of broadband of any of the devolved nations, according to a report from the watchdog Ofcom.","Here is a 3 sentence summary of the news article:

Nearly 79% of premises in Wales can now receive super-fast internet, a 24% increase since 2014, with a take-up rate of 77%. However, Wales has the lowest availability of 4G services in the UK, with only 23% of adults having access to it. The report also found that people in Wales spend the most time watching TV, with an average of 4 hours and 11 minutes per day, and have the highest rate of pay TV subscriptions in the UK.",24.56,8.93,15.79
uk-politics-20775071,"Allegations that a police officer falsely claimed to have witnessed former Chief Whip Andrew Mitchell calling police ""plebs"" are ""exceptionally serious"", No 10 says.","Former cabinet minister Andrew Mitchell has called for a full inquiry after Channel 4 News alleged that a police officer falsely claimed to have witnessed an incident in Downing Street where Mitchell was accused of calling police ""plebs"". The Metropolitan Police Federation has denied any conspiracy, and the police commissioner has committed to investigating the allegations, which No 10 considers ""exceptionally serious"". An officer has already been arrested as part of the investigation into how police records of the incident were leaked to the press.",36.7,26.17,29.36
world-latin-america-47658080,"For many Brazilians, Michel Temer's ascension to president was surprising. But as the first Brazilian president to have charges brought against him while in office, his arrest is less unexpected.","Here is a 3-sentence summary of the news article:

In 2016, Vice-President Temer took over as acting president after ex-President Dilma Rousseff's impeachment trial began, with Rousseff accusing him of orchestrating a coup. Temer's presidency was marked by low approval ratings and bribery allegations, with prosecutors accusing him of heading a criminal organization and obstructing justice. Temer's tenure ultimately ended with the 2018 election, which saw far-right candidate Jair Bolsonaro take office, and he became the first Brazilian president to face charges while in office.",26.02,13.22,21.14
uk-england-birmingham-47374127,Three siblings have had their stomachs removed after testing positive for a cancer gene following the deaths of their mother and sister.,"Three siblings, Tahir Khan, Sophia Ahmed, and Omar Khan, underwent preventative stomach removal surgery after discovering they carried a gene that put them at high risk of developing stomach cancer, which had claimed the lives of their mother and sister. The siblings, from Walsall, credited the operation with saving their lives and eliminating the risk of stomach cancer. However, their relief was tempered by the news that Tahir's daughter has now been found to carry the same gene, raising concerns for the next generation of the family.",30.91,11.11,23.64
uk-england-leeds-54470312,"The death of a British backpacker in Malaysia remains a mystery six years on, an inquest has heard.","Gareth Huntley, a 33-year-old from Leeds, disappeared on Tioman Island in 2014 while volunteering for a turtle project, and his body was found a week later. The cause of his death remains unclear due to decomposition, with the coroner unable to rule out the involvement of a third party but finding no evidence to support this. Huntley's family, who described him as having a ""lust for life"", are still seeking answers six years after his death, with many questions remaining unanswered.",19.61,4.0,13.73
world-asia-31001251,"The recent high-profile spat with the US over the Hollywood film ""The Interview"" painted North Korea's enigmatic young leader Kim Jong-un as impetuous.","The 2014 Sony hack, which targeted a film about a plot to assassinate Kim Jong-un, was blamed on North Korea by the FBI. According to foreign journalist Jean Lee, Kim Jong-un has had to work hard to establish his power base, having been a relatively unknown figure when he first appeared in public. Lee believes that Kim's ambition and ruthlessness, which were recognized by his father, have been key factors in his ability to lead the country and project his vision for its future.",17.7,5.41,12.39
world-middle-east-18571193,Saudi Arabia is to allow its women athletes to compete in the Olympics for the first time.,"Here is a 3-sentence summary of the article:

Saudi Arabia has announced that it will allow women to compete in the Olympics for the first time, ending speculation that the country's team could be disqualified due to gender discrimination. The decision, led by King Abdullah, marks a significant shift in the country's stance on women's participation in sports, despite ongoing opposition from conservative religious groups. Female athletes will be required to wear modest, loose-fitting clothing and a ""sports hijab"" to preserve their dignity, and their participation is seen as a major step towards greater women's rights in the country.",26.23,15.0,21.31
uk-england-hereford-worcester-51539199,A body has been found in the search for a woman who went missing in floods after her car got stuck in water.,"Here is a concise summary of the news article in 3 sentences:

Yvonne Booth, 55, was swept away by floodwater near Tenbury Wells, Worcestershire, on Sunday and her body was later found during a search and rescue operation. A man who was with her was rescued and is in a stable condition in hospital, after they got out of their car and were caught in a stream of water. The flooding, caused by Storm Dennis, has affected over 400 properties, with Worcestershire being one of the worst hit areas, and residents in some areas are being advised to evacuate due to rising water levels.",26.77,0.0,17.32
world-europe-isle-of-man-56422262,"High Covid-19 infection rates mean it is ""too risky"" to allow household support bubbles to be formed on the Isle of Man, the chief minister has told Tynwald.","The Isle of Man is currently under its third lockdown, which has been extended to the end of March, with 872 active cases of the virus and 19 people in hospital. The island's leader, Howard Quayle, has stated that support bubbles, which would allow households to mix, will be reviewed once the lockdown's duration is clearer, but for now, it's not the right time due to the spread of the Kent variant. Some MHKs have expressed concerns about the lockdown's impact on mental health and single-parent households, and have suggested allowing children to form support bubbles with caregivers, such as grandparents, to alleviate some of the strain.",25.53,7.19,12.77
technology-30795245,Prosecutors have said the alleged creator and operator of the Silk Road underground market operated like a traditional drug lord.,"Here is a 3 sentence summary of the news article:

Ross Ulbricht, 30, is on trial in New York for allegedly operating the Silk Road website, where drugs and other illegal commodities were bought and sold. Prosecutors claim Ulbricht, who has pleaded not guilty, earned $18m in bitcoin commissions and could face life in prison if found guilty on charges including narcotics trafficking and money laundering. Ulbricht's lawyers argue that he is the ""perfect fall guy"" for the true owners of the site, and he has never admitted to running it, despite being caught with his fingers on the keyboard during his arrest in 2013.",15.87,4.84,9.52
newsbeat-11997559,Adele has announced a UK tour starting in Leeds next April.,"Adele has announced a UK tour in support of her upcoming second album, 21, with dates in cities including Glasgow, Manchester, and London. The album, which was recorded in Malibu and London, is set to be released on January 24, with the first single ""Rolling In The Deep"" coming out on January 16. Tickets for the tour go on sale on December 17, with fans who are registered on her website able to purchase them two days earlier, on December 15.",15.22,11.11,15.22
uk-england-oxfordshire-20503005,Refuge centres have been set up in Oxfordshire as flood warnings on more rivers are put in place.,"Flood warnings have been issued for areas in Oxford, Culham, Witney, and Ducklington due to high river levels, with residents potentially being advised to evacuate their homes within the next 24 hours. Blackbird Leys Leisure Centre and Langdale Hall are on standby to accommodate those affected by the flooding, with flood barriers set up in Oxford City. The Environment Agency has warned that property flooding is expected for homes close to the river, and a local farmer has reported rescuing 19 vehicles from flooded roads, criticizing drivers who ignored road closure signs.",21.82,7.41,12.73
uk-england-london-46741638,A man has been arrested on suspicion of murdering a security guard who was stabbed to death at a private party in London's West End on New Year's Day.,"Here is a concise summary of the article in 3 sentences:

A security guard, Tudor Simionov, was attacked by a group of men at Fountain House on Park Lane at around 05:30 GMT, and two other security staff and a woman were also stabbed. The victims suffered significant injuries, but they are not thought to be life-threatening, and a 26-year-old man is in custody in connection with the attack. The incident is separate from another stabbing that occurred earlier on January 1, in which a mother-of-one, Charlotte Huggins, was fatally wounded at a home in Camberwell.",22.56,4.58,16.54
entertainment-arts-11956797,Rock star Eric Clapton is to sell off part of his extensive guitar collection to raise money for his rehab clinic.,"A guitar auction featuring items from Eric Clapton's collection will take place in New York next year, with over 150 lots expected to raise funds for the Crossroads Centre, a treatment center for addiction that Clapton founded. The sale will include a guitar played by Clapton at the Cream reunion shows in 2005, estimated to sell for over £13,000, as well as amps, speakers, and guitars donated by other musicians. The auction, which will also feature items on display in London from January 23-26, aims to raise a significant amount of money for the Crossroads Centre, following in the footsteps of Clapton's previous charity auctions in 1999 and 2004.",16.42,6.06,13.43
business-31949307,You have to feel the Office for Budget Responsibility's (OBR) pain.,"The Office for Budget Responsibility (OBR) has expressed frustration with the government's handling of its forecasts, citing late submissions of policy details and a complex spending assumption system. The OBR must make forecasts based on limited information, particularly for years beyond April 2016 when detailed departmental spending plans are not yet available. OBR chairman Robert Chote criticized the system, noting that the government's spending assumption has become increasingly complicated, requiring 428 words to explain compared to just 29 words in 2011.",16.84,8.6,14.74
world-africa-39842686,Nigeria's President Muhammadu Buhari is seeking fresh treatment in London for an undisclosed illness.,"Here is a concise summary of the news article in 3 sentences:

Nigerian President Muhammadu Buhari has traveled to London for medical treatment, leaving Vice-President Yemi Osinbajo in charge. The president's health has been a concern, and his departure has raised fears of a power vacuum that could impact the country's recovery from recession. Before leaving, Buhari met with 82 schoolgirls who were recently released by Boko Haram after being kidnapped in 2014, and the government has assured that it will continue to function normally under Osinbajo's leadership.",16.82,5.71,9.35
10157432,The Italian government has approved austerity measures worth 24 billion euros (£20bn; $29bn) for the years 2011-2012.,"Here is a concise summary of the article in 3 sentences:

Italy has announced plans to cut public spending, including reducing public sector pay and freezing new recruitment, in an effort to reduce its budget deficit. The cuts, which are equivalent to 1.6% of Italy's GDP, will also affect public sector pensions and local government spending, and are part of a broader effort to bring the country's deficit below 3% of GDP by 2012. The move follows similar announcements by other European countries, including the UK, Denmark, Greece, Spain, and Portugal, and has already sparked protests from Italian workers who argue that the public sector has already been heavily affected by previous cuts.",8.96,0.0,5.97
uk-england-tees-17350377,"A project to support families in Hartlepool affected by separation has been boosted by a £460,778 grant from the Big Lottery Fund (BLF).","The charity Headland Future has received funding to provide financial and counselling support to families in need. The grant is expected to benefit at least 400 parents and children, building on a successful pilot scheme that helped over 100 families last year. The project will train parents to support other families in similar situations, empowering community members to take the lead in helping each other through challenging times.",21.74,4.44,15.22
uk-england-wiltshire-54161565,People in Wiltshire are being asked what they would like to see in the county's museum when it moves to its new home in a former courthouse.,"The Wiltshire Museum is relocating to the historic Assize Court in Devizes, a Grade II-listed building that has been empty since the 1980s. The Devizes Assize Court Trust is seeking public input through a survey to gather creative ideas for the project, which aims to restore the building and create a unique visitor experience. The planned renovation includes a new extension, exhibition galleries, a cafe, and community spaces, with the goal of balancing preservation of the old building with modern enhancements to tell its story and create a memorable experience.",15.13,0.0,11.76
world-europe-43649668,Footage has emerged appearing to show tension between Spain's Queen Letizia and her mother-in-law Queen Sofia.,"A video from Easter Mass on the island of Mallorca shows Queen Letizia of Spain blocking a photograph and removing Queen Sofia's hand from her daughter's shoulder, leading to a tense exchange between the two. The incident has sparked criticism from Spanish media and royal family members, including Marie Chantal of Greece, who accused Queen Letizia of showing her ""true colours"". The altercation is reportedly a sign of deteriorating relations between Queen Letizia and Queen Sofia, which have been strained since the birth of Queen Letizia's daughters, despite King Felipe's efforts to promote family unity.",20.34,5.17,13.56
world-middle-east-24834204,"A public prosecutor and his driver have been killed in the restive south-eastern Iranian province of Sistan Baluchistan, state media say.","A prosecutor named Mousa Nouri and his driver were shot dead in front of a hospital in Zabol, Iran, by unknown assailants. The attack comes amid a surge of violence in the Sistan-Baluchistan province, where 14 border guards were killed and 16 prisoners were executed in retaliation just two weeks prior. The province's judiciary chief claims that the incidents are not related, and no group has yet claimed responsibility for the latest attack.",24.74,8.42,20.62
uk-scotland-scotland-politics-40855469,The Scottish government plans to create a new benefit to help people struggling to pay for funeral costs.,"The Scottish government has proposed a new Funeral Expense Assistance benefit to help people struggling financially with funeral costs, aiming to launch it by summer 2019. The move comes as funeral costs have risen, with the average burial costing over £1,300 and cremation £670, leading to an increase in ""paupers' funerals"" that cost local authorities £500,000 in 2016. The new benefit is part of a 10-point plan to tackle funeral poverty, which includes advice services, consumer protection, and a ""funeral bond"" to help people save for their own burial.",29.09,18.52,23.64
uk-scotland-scotland-politics-46541974,Scottish Finance Secretary Derek Mackay has struck a deal to pass his plans for tax and spending for the year ahead at Holyrood. What are the big ideas and spending commitments?,"Here is a 3 sentence summary of the news article:

The Scottish government has announced that income tax rates will remain the same, but thresholds for starter and basic rates will increase with inflation, while the higher rate threshold will be frozen. This move is expected to raise an extra £68m in revenue and further diverge Scotland's income tax regime from the rest of the UK. The government has also announced changes to other taxes, including an increase in the tax on second residential purchases and a below-inflation increase in non-domestic poundage rates, as well as a proposed increase of £730m in health and care services spending.",15.6,0.0,11.35
uk-20509003,"The chairman of the BBC Trust, Lord Patten, has told MPs he had no choice but to agree to a £450,000 pay-off to director general George Entwistle.","Here is a concise summary of the article in 3 sentences:

Former BBC Director-General George Entwistle resigned on November 10 after a row over a Newsnight report that wrongly accused Lord McAlpine of child abuse. Entwistle had asked for more than 12 months' pay to leave, but eventually accepted a £450,000 payout, equivalent to 12 months' salary. BBC Trust chairman Lord Patten defended the payout, saying that the BBC had no grounds for dismissal and that refusing the deal could have led to a costly industrial tribunal claim.",36.97,18.8,16.81
uk-wales-south-west-wales-25024708,"A man who left unwanted furniture including a wardrobe, TVs and bed outside a shut charity shop has landed himself a £1,000 court bill for fly-tipping.","Here is a 3 sentence summary of the news article:

A man in Ammanford, Wales was fined £420 and ordered to pay additional costs and compensation for dumping large amounts of furniture outside a Barnardos charity shop on multiple occasions. The donations, which were left after hours, were ruined by rain and had to be removed at the charity's expense, prompting the council to warn others against similar ""fly-tipping"" incidents. The case highlights a growing problem of people dumping unwanted items outside charity shops, with some shops now posting signs to deter such behavior and warning that it will be considered a serious offence.",22.39,6.06,13.43
uk-england-leicestershire-51356195,A diary detailing a soldier's experience in the Battle of the Somme has been discovered in a barn.,"A World War One diary written by Private Arthur Edward Diggins has been discovered in Leicestershire and will be auctioned next month. The diary describes the first day of the Battle of the Somme as ""something awful"" and provides a firsthand account of the brutal fighting. Private Diggins survived the battle, which killed over 20,000 British troops, and the diary is expected to sell for £300-£400 at a medals and militaria auction in Derbyshire on March 20.",28.57,14.58,18.37
business-18074966,What makes an entrepreneur? The BBC's Roman Lebed and Tom Santorelli speak to Ruslan Gritsaylo about how he set up a business taking people on paratrike tours in the skies above Kiev.,"Ruslan Gritsaylo, a 40-year-old Kiev resident, runs a unique business flying customers on a paratrike, a tiny aircraft with a huge propeller and parachute. As a third-generation pilot, Gritsaylo has a passion for flying that has turned into a successful business, which he started in the 1990s with little competition. Over time, advancements in technology have made paratrike flights safe and civilized, allowing Gritsaylo to share his love of flying with others in a thrilling yet controlled experience.",21.05,3.57,14.04
uk-northern-ireland-40941393,"The government has said there must be an ""unprecedented solution"" for the border between Northern Ireland and the Republic after Brexit.","Here is a 3 sentence summary of the news article:

The UK government has proposed a plan to avoid a hard border between Northern Ireland and the EU post-Brexit, with no physical infrastructure such as customs posts or CCTV cameras. Instead, the plan relies on exemptions for small and medium-sized businesses and a mix of technology and physical checks to monitor larger businesses engaged in international trade. Critics, including Labour, have dismissed the proposals as lacking credible detail and being unrealistic, with the border issue remaining a highly sensitive and key priority in UK-EU Brexit negotiations.",21.67,11.86,16.67
uk-26341122,"A decision to keep documents relating to a man who was at the centre of the Profumo sex scandal hidden should be overturned, a leading lawyer has said.","Here is a 3 sentence summary of the news article:

Lawyer Geoffrey Robertson QC is appealing to the Information Commissioner to release documents related to the trial of Stephen Ward, who was found guilty of living off immoral earnings in 1963. Ward's trial was linked to the Profumo affair, a scandal that threatened to topple the Conservative government, and many believe he was a victim of a cover-up. Robertson argues that keeping the documents hidden is ""irrational"" and ignores the public interest in uncovering the truth about Ward's conviction, which is widely viewed as a miscarriage of justice.",26.36,7.87,20.16
entertainment-arts-49419053,Scarlett Johansson has topped Forbes' list of best-paid actresses for a second year - but is only the eighth highest paid actor overall.,"Here is a concise summary of the article in 3 sentences:

Scarlett Johansson is the highest-paid actress of the year, earning $56m, but ranks below seventh-placed male actor Adam Sandler. The top 10 actresses all earned over $20m, with Sofia Vergara being the only other woman to break into the overall top 10. Notably, the list lacks diversity, with no black actresses in the top 10, and several actresses, including Angelina Jolie, Mila Kunis, and Julia Roberts, dropping out of the top 10 this year.",29.09,5.56,16.36
entertainment-arts-44964740,"Arctic Monkeys, arguably Britain's biggest rock band, are among the 12 nominees for the 2018 Mercury Prize.","The Arctic Monkeys have been nominated for the Mercury Prize for their album ""Tranquility Base Hotel and Casino"", their fourth nomination for the award. They face competition from other notable artists such as Jorja Smith, Lily Allen, and Florence + The Machine, with several of the shortlisted albums addressing political and social issues. The winner will be announced later this year, with the Arctic Monkeys, Noel Gallagher, and Florence + The Machine currently favored to win with 4-1 odds.",14.58,6.38,12.5
newsbeat-42729308,Kim Kardashian and Kanye West have spoken of their happiness about having a daughter by a surrogate.,"Here is a concise summary of the article in 3 sentences:

Chloe, a 28-year-old mother of three, decided to become a surrogate after having her own children, motivated by the desire to help other families who cannot have children. She joined Surrogacy UK and was introduced to a couple, with whom she built a relationship over four months before undergoing IVF and giving birth to their child in August 2017. Chloe describes her experience as a surrogate as ""joyful"" and different from her own pregnancies, where she was ""just the oven"" carrying the child, but formed a strong bond with the intended parents.",14.75,1.67,8.2
science-environment-48786295,"Oil producing countries are trying to ""erase the science"" on keeping the world's temperatures below 1.5C, say some delegates at UN talks in Bonn.","Here is a concise summary of the article in 3 sentences:

The Alliance of Small Island States is criticizing countries like Saudi Arabia for trying to downplay a key scientific report on limiting global warming to 1.5C. The report, released in October, concludes that huge emissions cuts are needed by 2030 to achieve this goal, but some countries are trying to undermine its findings by highlighting uncertainties. The small island states, who believe their survival depends on keeping temperatures below 1.5C, are frustrated by the attempts to ""erase"" the report from existence and are pushing for its conclusions to be acknowledged in climate negotiations.",22.73,13.85,18.18
technology-30819036,Facebook is launching a new app that aims to expand the US firm's presence within companies and other places of work.,"Here is a concise summary of the article in 3 sentences:

Facebook has launched a new service called ""Facebook at Work"" that allows employees to communicate and collaborate with each other, posing a challenge to LinkedIn and other established collaboration tools. The service is designed to be a secure and confidential alternative to email and other intranet systems, and is separate from personal Facebook profiles. With 1.4 billion existing users, Facebook believes its familiarity and ease of use will give it an advantage over rival tools, and help companies reduce email overload and training costs.",22.03,5.17,16.95
